14 神奈川県,951348,1115111,1247934,1470415,1746926,2280926,2804223,3265877,3513491,3774600,4064653,4159965,4259603,4388419,4485848,4488000,4490436,4489000,4486000,4484000,4483000,4474645,4471000,4459000
15 新潟県,982497,1162475,1194929,1195872,1177923,1160283,1138673,1159256,1191870,1192100,1198492,1205815,1198125,1172715,1143907,1115000,1111234,1102000,1093000,1082000,1071000,1062137,1051000,1039000
16 富山県,388771,472829,488850,494109,500545,491662,491595,514033,531716,545600,537465,538200,537037,530906,522080,512000,510522,508000,505000,502000,498000,494151,490000,485000
17 石川県,370907,443872,460859,463477,464889,468518,478877,516918,540721,553900,560881,568409,568938,563361,560422,555000,554168,552000,550000,548000,545000,541717,538000,534000
18 福井県,316424,348861,364343,363770,360288,359649,354393,370912,381729,393700,397865,398115,397912,393053,385299,378000,377797,376000,373000,371000,368000,367290,364000,361000
19 山梨県,319924,388287,393550,390205,379057,367739,366039,378293,390658,401700,417320,430744,431577,427411,417174,407000,403574,401000,398000,395000,391000,390141,388000,385000
20 長野県,840103,989167,1001192,979004,954673,937219,933811,969893,1006218,1044600,1044399,1060695,1065513,1053088,1033742,1015000,1010828,1005000,999000,993000,985000,985058,978000,971000
21 岐阜県,612366,731798,762295,774062,796825,821444,843723,902131,948710,992500,998010,1009799,1009870,1004099,990446,973000,968367,963000,956000,949000,941000,934429,926000,916000
22 静岡県,966250,1141788,1206651,1301198,1353122,1428930,1512812,1623594,1691415,1770500,1798240,1822004,1830059,1832485,1824427,1798000,1793155,1785000,1776000,1766000,1754000,1745786,1733000,1718000
23 愛知県,1418218,1520405,1649189,1829729,2064726,2382085,2671221,2940320,3084462,3232000,3321224,3386955,3470932,3563275,3627629,3651000,3662209,3667000,3668000,3665000,3661000,3632555,3619000,3601000
24 三重県,572356,676285,704805,717819,716715,727802,738723,783379,813477,840100,864385,885246,888976,890383,887300,874000,868569,864000,859000,854000,847000,837934,831000,824000
25 滋賀県,345185,412035,413110,409813,403281,409502,426755,478099,525393,575400,596507,626896,653699,670027,685758,689000,686944,686000,686000,685000,683000,679646,678000,676000
26 京都府,862998,845277,891616,944278,973040,1028073,1081579,1168506,1215942,1258500,1244673,1247727,1256444,1250756,1245416,1232000,1228056,1224000,1219000,1213000,1206000,1202697,1195000,1185000
27 大阪府,2241666,1646888,1899745,2290170,2766229,3355699,3743356,4044552,4112507,4271500,4221800,4224473,4223003,4195935,4207727,4183000,4183203,4174000,4162000,4149000,4136000,4116865,4097000,4074000
28 兵庫県,1466284,1505493,1622755,1773488,1917887,2120749,2264578,2414982,2470060,2577200,2580404,2570836,2634709,2638876,2636121,2611000,2604747,2594000,2583000,2570000,2557000,2546706,2529000,2510000
29 奈良県,306011,376258,368863,377961,382494,400353,448164,520767,583613,633700,660251,684140,687190,672420,659171,645000,640015,635000,631000,626000,621000,617815,613000,607000
30 和歌山県,428638,461648,475324,490533,484994,497256,500878,515419,520882,515800,508727,511271,504942,486215,469544,455000,451510,447000,442000,438000,432000,432415,428000,423000
31 鳥取県,239301,280628,289787,297015,286716,275572,268801,276348,288956,296700,294002,293313,292242,289002,279543,273000,272584,271000,269000,266000,264000,262748,261000,258000
32 島根県,373292,430218,444355,456730,432481,393670,366834,366270,376649,381000,372822,367610,362141,352260,341302,332000,330790,329000,326000,324000,321000,319954,317000,314000
33 岡山県,658773,782386,804357,815837,797748,781418,815827,874082,901314,925000,922486,932037,930372,932326,925031,916000,914810,911000,907000,902000,897000,893546,888000,881000
34 広島県,914185,979359,1015955,1047184,1058829,1107878,1180978,1288509,1328238,1377500,1377077,1387437,1381971,1377500,1365236,1352000,1359589,1356000,1352000,1346000,1339000,1330215,1322000,1312000
35 山口県,598434,726443,760220,792546,780439,740934,712163,736647,752050,757900,738350,730108,716958,698239,678688,660000,659767,655000,649000,643000,637000,629146,623000,616000
36 徳島県,362042,411331,427684,427204,408300,389795,376572,384586,395535,400700,395518,394725,390813,383441,371484,362000,358580,356000,353000,350000,346000,341145,338000,334000
37 香川県,373522,439913,457980,456711,438924,427058,430238,460798,480327,499900,490719,492103,489661,483506,476657,470000,468851,467000,464000,461000,458000,452469,449000,444000
38 愛媛県,575627,703624,742092,749342,721311,688063,670030,696694,717259,727700,715877,710949,702537,689062,669771,654000,650506,645000,640000,634000,628000,626655,621000,614000
39 高知県,355225,410729,425968,429175,411162,386725,371509,382731,395459,397600,388464,383195,382780,373201,357567,345000,341013,337000,334000,331000,327000,324153,321000,317000
40 福岡県,1392799,1571291,1745606,1895365,1954636,1911317,1919831,2056064,2184606,2295400,2290227,2338280,2374505,2375589,2374674,2381000,2386993,2387000,2386000,2384000,2381000,2389133,2384000,2378000
41 佐賀県,332764,439481,455824,470437,448797,410937,392862,393915,410096,425000,413885,417710,413363,407111,398787,392000,391578,389000,387000,385000,383000,381635,379000,377000
42 長崎県,662174,749242,812079,859689,860623,788667,746074,748487,756376,763200,734372,724562,710224,688996,663130,645000,641648,637000,632000,627000,620000,612353,606000,599000
43 熊本県,680409,847938,882420,917171,887038,838584,796918,808860,849621,868200,868233,877530,876472,864737,850748,840000,837891,832000,828000,824000,819000,815405,811000,806000
44 大分県,481549,593075,604825,616402,590963,559433,538950,560205,581308,588100,583066,579968,573998,567061,561248,550000,548065,545000,541000,537000,533000,527592,523000,519000
45 宮崎県,416082,501302,535107,559771,552285,517235,497425,514614,549538,558000,550803,555207,551060,540834,531473,522000,517844,514000,510000,506000,502000,501859,498000,494000
46 鹿児島県,773126,835712,868963,985617,935282,872751,803358,803680,838693,858900,841735,839862,836688,818319,795367,778000,771451,766000,761000,755000,749000,744313,739000,733000
47 沖縄県,281266,…,…,…,…,…,…,507342,540538,583900,596116,620632,644330,664993,679237,692000,698276,701000,702000,703000,704000,711068,712000,710000
