38 愛媛県,1164898,1453887,1521878,1540628,1500687,1446384,1416299,1463158,1504298,1533600,1512674,1503411,1488550,1461038,1423425,1388000,1377071,1366000,1354000,1342000,1328000,1322257,1309000,1294000
39 高知県,714980,848337,873874,882683,854595,812714,786058,807035,829609,843400,823853,814302,811516,793365,761239,735000,725032,718000,710000,702000,693000,686982,680000,671000
40 福岡県,2755804,3178134,3530169,3859764,4006679,3964611,4004275,4266394,4523770,4753200,4784331,4896451,4984938,5011273,5030961,5046000,5053500,5054000,5051000,5047000,5039000,5055456,5045000,5030000
41 佐賀県,686117,917797,945082,973749,942874,871885,837063,836326,864052,890700,876300,882320,874068,863046,846146,831000,828944,824000,819000,813000,808000,804878,800000,793000
42 長崎県,1296883,1531674,1645492,1747596,1760421,1641245,1566634,1568429,1586916,1599500,1558502,1540498,1511864,1472955,1420166,1380000,1369432,1358000,1346000,1333000,1318000,1303067,1288000,1272000
43 熊本県,1387054,1765726,1827582,1895663,1856192,1770736,1697991,1713300,1788076,1836200,1837612,1855087,1854933,1835575,1809626,1785000,1777726,1765000,1754000,1743000,1731000,1722005,1712000,1699000
44 大分県,980458,1233651,1252999,1277199,1239655,1187480,1152520,1187299,1225548,1246300,1233612,1227269,1216436,1202682,1187599,1163000,1157581,1150000,1142000,1132000,1123000,1111592,1102000,1092000
45 宮崎県,824431,1025689,1091427,1139384,1134590,1080692,1050027,1083957,1150321,1183500,1167286,1173631,1167555,1149818,1131381,1110000,1100364,1092000,1083000,1074000,1065000,1062573,1054000,1044000
46 鹿児島県,1591466,1746305,1804118,2044112,1963104,1853541,1728075,1722732,1783351,1833600,1795908,1791419,1782567,1748272,1700683,1662000,1642281,1630000,1617000,1604000,1589000,1577022,1565000,1550000
47 沖縄県,592494,…,…,…,…,…,…,1036288,1101062,1177000,1217472,1265783,1311482,1354695,1385104,1411000,1422412,1427000,1429000,1432000,1434000,1447245,1449000,1446000
